month/day	retweet_count	favorite_count	vader compound	vader sentiment
2017-04-17	99565	433511	1.6908	positive
2017-04-18	75938	322996	-1.4121	negative
2017-04-19	64211	301338	2.1922	positive
2017-04-20	37881	171141	0.05679999999999996	positive
2017-04-21	87646	388060	-1.6793	negative
2017-04-22	72118	364875	2.5761000000000003	positive
2017-04-23	89291	409404	-0.42949999999999994	negative
2017-04-24	65447	319698	-0.9737	negative
2017-04-25	63801	276742	0.6391	positive
2017-04-26	110053	482568	-1.6354	negative
2017-04-27	150479	651292	2.7205999999999997	positive
2017-04-28	59480	273949	1.6663999999999999	positive
2017-04-29	30283	139292	1.5001	positive
2017-04-30	69384	338122	1.8907	positive
2017-05-01	27046	131127	0.3857999999999999	positive
2017-05-02	74617	316620	2.0519	positive
2017-05-03	15349	70707	1.0901999999999998	positive
2017-05-04	114281	496167	1.5671999999999997	positive
2017-05-05	106310	511712	1.5653000000000001	positive
2017-05-06	11079	63688	0.3818	positive
2017-05-07	64704	254340	-0.6749	negative
2017-05-08	116942	469506	-0.26290000000000013	negative
2017-05-09	49727	194175	1.0259	positive
2017-05-10	182817	664769	-0.26829999999999987	negative
2017-05-11	98857	351658	1.1956	positive
2017-05-12	181376	737051	2.3911	positive
2017-05-13	23910	118884	1.2722	positive
2017-05-14	21966	135259	0.9485	positive
2017-05-15	29648	128030	0.5423	positive
2017-05-16	89868	364294	0.7817000000000002	positive
2017-05-17	13549	69370	0.9042	positive
2017-05-18	104491	383422	-0.1261000000000001	negative
2017-05-19	27951	144609	0.8442	positive
2017-05-20	117398	183428	1.5586	positive
2017-05-21	29619	105991	0.0	neutral
2017-05-22	13640	67115	0.3612	positive
2017-05-23	87056	391964	3.0773	positive
2017-05-24	36158	168589	1.4102999999999999	positive
2017-05-25	37974	178907	1.286	positive
2017-05-26	57458	273700	1.0833	positive
2017-05-27	84624	405731	1.0067	positive
2017-05-28	168504	775502	-1.1760000000000006	negative
2017-05-29	91542	417167	2.7426	positive
2017-05-30	64557	255775	-1.0636999999999999	negative
2017-05-31	389005	1125141	2.5016	positive
2017-06-01	104515	392175	1.1232000000000002	positive
2017-06-02	16640	79292	0.0	neutral
2017-06-03	132166	498739	1.1287	positive
2017-06-04	190640	579015	-1.0576	negative
2017-06-05	177932	725080	0.751	positive
2017-06-06	308645	805170	0.6681000000000001	positive
2017-06-07	41514	188791	0.6486	positive
2017-06-08	0	0	0.0	neutral
2017-06-09	139998	601442	4.8073	positive
2017-06-10	19809	80310	0.0	neutral
2017-06-11	126431	546127	-0.12860000000000005	negative
2017-06-12	71238	327944	1.7017000000000002	positive
2017-06-13	167148	719422	-0.3275000000000001	negative
2017-06-14	104380	482460	1.8171000000000002	positive
2017-06-15	194941	670907	0.9946999999999999	positive
2017-06-16	186127	780890	1.2687000000000004	positive
2017-06-17	20363	85868	0.3612	positive
2017-06-18	80372	403996	2.9112	positive
2017-06-19	132660	539976	0.9286000000000001	positive
2017-06-20	187606	841882	4.914299999999999	positive
2017-06-21	45368	231107	1.4458	positive
2017-06-22	258378	1051690	2.5669999999999997	positive
2017-06-23	92086	398876	1.8349	positive
2017-06-24	131894	508468	-0.9298	negative
2017-06-25	31451	137079	0.07240000000000002	positive
2017-06-26	194566	808141	1.3836	positive
2017-06-27	133754	529710	-1.8424999999999998	negative
2017-06-28	136186	581057	0.6178999999999999	positive
2017-06-29	222766	958038	0.2784	positive
2017-06-30	126432	513573	-0.6138000000000001	negative
2017-07-01	292488	1176332	0.3617999999999998	positive
2017-07-02	485627	1087255	0.9228	positive
2017-07-03	249985	1020070	3.2772	positive
2017-07-04	135217	623250	0.5538000000000001	positive
2017-07-05	82145	403553	1.341	positive
2017-07-06	112439	429922	0.9807000000000001	positive
2017-07-07	160641	711462	1.6524	positive
2017-07-08	104227	464784	2.3198	positive
2017-07-09	228737	998001	1.87	positive
2017-07-10	98067	412376	-0.6175999999999999	negative
2017-07-11	117572	553555	1.6728999999999998	positive
2017-07-12	242996	1002970	3.4796	positive
2017-07-13	52467	265055	2.3715	positive
2017-07-14	164250	834203	5.8414	positive
2017-07-15	90213	466640	3.0071000000000003	positive
2017-07-16	161188	777759	2.4823000000000004	positive
2017-07-17	49085	217022	0.5143	positive
2017-07-18	124150	511490	-1.1383	negative
2017-07-19	50718	252930	-0.13600000000000007	negative
2017-07-20	61837	241975	0.6249	positive
2017-07-21	86321	391244	3.4185	positive
2017-07-22	268345	1108170	0.6107999999999999	positive
2017-07-23	113427	466764	-0.2865	negative
2017-07-24	215896	810772	-2.7256	negative
2017-07-25	231072	967545	2.0491	positive
2017-07-26	284377	1072545	6.84	positive
2017-07-27	91203	452265	2.5088	positive
2017-07-28	150009	638683	5.257700000000001	positive
2017-07-29	272841	1098929	0.4869000000000001	positive
2017-07-30	25010	106525	0.0	neutral
2017-07-31	91345	380475	-0.4512	negative
2017-08-01	74081	327242	-0.37389999999999995	negative
2017-08-02	94085	406498	2.9634	positive
2017-08-03	113866	504376	2.8707	positive
2017-08-04	129186	610714	5.0883	positive
2017-08-05	135733	594099	2.7733999999999996	positive
2017-08-06	77909	309793	1.3343	positive
2017-08-07	231541	1019961	3.4081	positive
2017-08-08	101980	447472	-1.0979999999999999	negative
2017-08-09	110486	446287	0.7543	positive
2017-08-10	94494	395967	1.0577	positive
2017-08-11	110003	400687	3.2141	positive
2017-08-12	193839	780013	0.6795	positive
2017-08-13	0	0	0.0	neutral
2017-08-14	158365	773445	0.17399999999999993	positive
2017-08-15	52220	238088	-0.4671999999999999	negative
2017-08-16	212496	916232	3.9109000000000007	positive
2017-08-17	296202	1153118	-0.4678	negative
2017-08-18	142952	635309	0.1526	positive
2017-08-19	196132	922262	4.6082	positive
2017-08-20	49807	216554	-0.37950000000000006	negative
2017-08-21	71888	335613	0.7869	positive
2017-08-22	77378	366228	2.5504	positive
2017-08-23	169494	727551	3.157	positive
2017-08-24	157444	662020	4.7369	positive
2017-08-25	224923	1036808	4.2697	positive
2017-08-26	82281	402295	4.3423	positive
2017-08-27	183145	876887	3.9876	positive
2017-08-28	0	0	0.0	neutral
2017-08-29	39444	224012	0.0	neutral
2017-08-30	132260	624415	0.2256	positive
2017-08-31	31751	123076	0.7269	positive
2017-09-01	167380	741570	4.7355	positive
2017-09-02	146248	622364	2.4238999999999997	positive
2017-09-03	172006	661961	1.6651999999999998	positive
2017-09-04	53766	220398	0.7845	positive
2017-09-05	107753	426612	1.2049	positive
2017-09-06	116895	588984	2.5351	positive
2017-09-07	116044	484021	3.8879	positive
2017-09-08	138117	574691	1.7688	positive
2017-09-09	67876	285125	0.6779999999999999	positive
2017-09-10	0	0	0.0	neutral
2017-09-11	55884	215850	0.7717	positive
2017-09-12	69835	356799	1.9006	positive
2017-09-13	117963	546405	0.34939999999999993	positive
2017-09-14	159940	742162	1.9596999999999998	positive
2017-09-15	265142	1084089	-3.2645	negative
2017-09-16	34698	176433	2.4764	positive
2017-09-17	88653	375179	1.4865	positive
2017-09-18	64358	316186	4.269299999999999	positive
2017-09-19	221508	933616	5.147799999999999	positive
2017-09-20	178207	858948	10.458100000000002	positive
2017-09-21	59218	298005	3.3606999999999996	positive
2017-09-22	152073	668753	0.42089999999999994	positive
2017-09-23	389905	1534435	5.5046	positive
2017-09-24	269729	1171432	4.1526	positive
2017-09-25	340320	1357521	-0.6878000000000001	negative
2017-09-26	234565	1106124	7.357499999999999	positive
2017-09-27	132643	632068	3.9823000000000004	positive
2017-09-28	110966	515835	2.5271	positive
2017-09-29	89389	424149	2.2128	positive
2017-09-30	360638	1503387	7.470400000000001	positive
2017-10-01	147765	662782	3.1322	positive
2017-10-02	75476	317744	0.5994	positive
2017-10-03	107563	556906	3.2648	positive
2017-10-04	154300	710009	2.2760000000000002	positive
2017-10-05	130502	582401	-0.5355999999999997	negative
2017-10-06	0	0	0.0	neutral
2017-10-07	169627	833507	3.8224	positive
2017-10-08	141024	668671	2.7366	positive
2017-10-09	93801	453936	0.21090000000000003	positive
2017-10-10	169746	754068	0.7384000000000001	positive
2017-10-11	213267	1008083	1.698300000000001	positive
2017-10-12	135865	609022	0.5572999999999999	positive
2017-10-13	223670	983865	2.6583000000000006	positive
2017-10-14	57280	274300	0.6231	positive
2017-10-15	27758	138341	0.4242999999999999	positive
2017-10-16	134187	600391	1.5040999999999998	positive
2017-10-17	140259	571010	4.1052	positive
2017-10-18	271378	1100648	3.5494	positive
2017-10-19	159217	603391	0.7332000000000001	positive
2017-10-20	124771	536515	3.1109	positive
2017-10-21	293503	1164356	-0.3947999999999998	negative
2017-10-22	59917	284206	0.11670000000000003	positive
2017-10-23	85530	399472	0.13649999999999995	positive
2017-10-24	121923	559007	0.2701	positive
2017-10-25	205891	903196	5.649299999999999	positive
2017-10-26	98125	468513	0.2309	positive
2017-10-27	208040	888919	7.364299999999998	positive
2017-10-28	155624	725790	0.1996	positive
2017-10-29	137953	548500	-0.8750999999999999	negative
2017-10-30	101653	372459	0.8437	positive
2017-10-31	273472	1150168	-1.6564999999999999	negative
2017-11-01	302806	1298057	2.8370999999999995	positive
2017-11-02	197350	834603	3.0141	positive
2017-11-03	332868	1409091	0.8548	positive
2017-11-04	108744	471274	2.2561	positive
2017-11-05	106733	497085	3.504	positive
2017-11-06	228351	508524	1.7147999999999999	positive
2017-11-07	209611	955656	5.168799999999999	positive
2017-11-08	85573	348586	0.5815000000000001	positive
2017-11-09	97860	478930	2.4798999999999998	positive
2017-11-10	88167	400241	5.6793	positive
2017-11-11	425919	1283139	0.8214	positive
2017-11-12	33496	196710	2.3461	positive
2017-11-13	66372	342264	2.2818	positive
2017-11-14	121200	605706	4.1433	positive
2017-11-15	199893	923883	0.2085999999999999	positive
2017-11-16	142541	645257	2.0131	positive
2017-11-17	90495	434954	1.0085000000000002	positive
2017-11-18	51390	191955	-0.6249	negative
2017-11-19	188990	774115	-0.6060000000000001	negative
2017-11-20	55713	237028	-0.6124	negative
2017-11-21	29478	139772	1.2244	positive
2017-11-22	172278	780205	0.049400000000000444	positive
2017-11-23	177135	804501	4.3035	positive
2017-11-24	145947	638596	-1.0851000000000002	negative
2017-11-25	90842	352813	0.5505	positive
2017-11-26	96374	424079	0.5495000000000001	positive
2017-11-27	99476	427161	1.6926	positive
2017-11-28	178399	815721	1.9190000000000005	positive
2017-11-29	316883	1220616	0.1200000000000001	positive
2017-11-30	243463	965694	1.3752000000000004	positive
2017-12-01	123088	481786	-1.3556000000000001	negative
2017-12-02	224547	863059	1.5656	positive
2017-12-03	175226	628210	-2.5131	negative
2017-12-04	84248	360070	0.42489999999999994	positive
2017-12-05	27464	118931	1.2593	positive
2017-12-06	115933	439111	1.9612	positive
2017-12-07	93290	426365	2.0024	positive
2017-12-08	194170	761483	0.4349000000000002	positive
2017-12-09	244085	1020076	5.0201	positive
2017-12-10	77999	343559	-0.3497	negative
2017-12-11	34018	138768	-0.946	negative
2017-12-12	145767	609601	1.4280000000000002	positive
2017-12-13	78636	384316	1.8248000000000002	positive
2017-12-14	100488	424669	2.4997	positive
2017-12-15	86661	396065	3.9569	positive
2017-12-16	51092	233276	1.3833	positive
2017-12-17	42763	210438	1.8238	positive
2017-12-18	179133	838073	5.5724	positive
2017-12-19	89334	409759	3.0625	positive
2017-12-20	129321	562407	2.7796	positive
2017-12-21	98571	448290	1.6728000000000003	positive
2017-12-22	218398	1006720	4.0858	positive
2017-12-23	113617	447175	0.9427	positive
2017-12-24	175336	734740	2.0475000000000003	positive
2017-12-25	84809	403724	1.4445000000000001	positive
2017-12-26	81628	360445	1.4578	positive
2017-12-27	71481	300530	1.1209	positive
2017-12-28	175896	644099	1.0537	positive
2017-12-29	146865	497944	1.0029	positive
2017-12-30	151275	601559	-0.23160000000000003	negative
2017-12-31	217819	857928	3.4949000000000003	positive
2018-01-01	146986	530897	1.2770000000000001	positive
2018-01-02	524671	1945408	6.302199999999999	positive
2018-01-03	117488	543286	1.9121000000000001	positive
2018-01-04	251735	1058109	0.5209000000000001	positive
2018-01-05	130172	560164	-0.10289999999999999	negative
2018-01-06	161768	689820	0.6399000000000001	positive
2018-01-07	170476	775710	0.7946999999999999	positive
2018-01-08	96264	430281	0.4060999999999999	positive
2018-01-09	125508	562002	5.5589	positive
2018-01-10	175195	762084	3.7218999999999993	positive
2018-01-11	275786	1198948	3.0587999999999997	positive
2018-01-12	189316	763176	2.0755	positive
2018-01-13	146905	650333	-1.9335	negative
2018-01-14	151460	665596	1.3829999999999998	positive
2018-01-15	76411	326392	1.5492	positive
2018-01-16	195240	830412	0.8976000000000003	positive
2018-01-17	191789	794758	5.3065	positive
