	Date	High	Low	Open	Close	Volume	Adj Close	Return	Intraday Return	Volume Return	Open-Close Movement	High-Low Ratio	retweet_count	favorite_count	vader compound	vader sentiment	Trump Twitter Index	Close_TTI	Volume_TTI
1	2017-01-20	2276.9599609375	2265.010009765625	2269.9599609375	2271.31005859375	3524970000	2271.31005859375	0.003366237154707852	0.0005947671674756791	0.11339336759350216	0.27698225876972077	0.5275893316299974	415061	1878671	2.2815	positive	0.13569612925957616	2269.9659388459913	8042219054.999999
2	2017-01-23	2271.780029296875	2257.02001953125	2267.780029296875	2265.199951171875	3152710000	2265.199951171875	-0.002690124758069401	-0.001137710929485499	-0.10560657253820604	-0.15541820384754376	0.6539600729235197	26750	177839	0.4939	positive	-0.0561915428072888	2267.7775514753016	1557123469.0
3	2017-01-24	2284.6298828125	2266.679931640625	2267.8798828125	2280.070068359375	3810960000	2280.070068359375	0.006564593637664151	0.005375146029232113	0.20878862946480958	0.11830883358612859	0.7919049761420357	247498	1162781	1.6901000000000002	positive	0.9084534304005195	2267.919940199899	6440903496.000001
4	2017-01-25	2299.550048828125	2288.8798828125	2288.8798828125	2298.3701171875	3846020000	2298.3701171875	0.008026090549617448	0.004146235215864064	0.00919978168230573	0.3863834965152674	0.4661741359058935	138054	761424	0.7526999999999997	positive	0.31208712469808797	2288.893517740529	2894899253.999999
5	2017-01-26	2300.989990234375	2294.080078125	2298.6298828125	2296.679931640625	3610360000	2296.679931640625	-0.0007353844075136395	-0.0008483101983730967	-0.061273732325884955	0.011302166829330058	0.3012062296893584	128887	609647	-0.4878	negative	0.04138057147663966	2298.631683040183	-1761133608.0
6	2017-01-27	2299.02001953125	2291.6201171875	2299.02001953125	2294.68994140625	3135890000	2294.68994140625	-0.000866463892926328	-0.0018834451584648945	-0.13141902746540512	0.10189003083914121	0.32291138868303715	168114	841537	1.4541	positive	-0.2738717604923803	2299.008106987724	4559897649.0
7	2017-01-30	2286.010009765625	2268.0400390625	2286.010009765625	2280.89990234375	3591270000	2280.89990234375	-0.006009543517695892	-0.002235382784871934	0.14521555284145804	-0.378261632824594	0.7923127631623705	245492	1204423	0.3464000000000001	positive	-0.07743365966796381	2286.006622481259	1244015928.0000002
8	2017-01-31	2279.090087890625	2267.2099609375	2274.02001953125	2278.8701171875	4087450000	2278.8701171875	-0.0008899054071440649	0.0021328297968325554	0.13816282262263768	-0.3016301945311385	0.5239976516428377	127197	739119	1.7904	positive	0.3818618468249007	2274.0368119008663	7318170480.0
9	2017-02-01	2289.139892578125	2272.43994140625	2285.590087890625	2279.550048828125	3916610000	2279.550048828125	0.00029836348965073256	-0.002642660682902402	-0.041796229923301786	0.2948816895022761	0.7348907607010551	118871	498034	-1.6234000000000002	negative	0.42900953526237595	2285.6088580777	-6358224674.000001
10	2017-02-02	2283.969970703125	2271.64990234375	2276.68994140625	2280.85009765625	3807710000	2280.85009765625	0.0005703094032936118	0.0018272827469121174	-0.027804657599301397	-0.12546806872458577	0.5423401003237296	182823	797156	2.3182000000000005	positive	0.42360068638916715	2276.708547395528	8827033322.000002
11	2017-02-03	2298.31005859375	2287.8798828125	2288.5400390625	2297.419921875	3597970000	2297.419921875	0.007264758098647794	0.0038801518264620976	-0.05508297638212989	0.3371524246223814	0.45588825967682106	295322	1260900	0.1904	positive	0.07387809077583835	2288.5432672380844	685053488.0
12	2017-02-06	2296.179931640625	2288.570068359375	2294.280029296875	2292.56005859375	3109050000	2292.56005859375	-0.002115356985885164	-0.0007496777556190981	-0.1358877366959702	-0.1366703817716715	0.3325160713434193	136518	674993	-2.5189	negative	0.18883632986289461	2294.2882600414855	-7831386045.0
13	2017-02-07	2299.39990234375	2290.159912109375	2295.8701171875	2293.080078125	3448690000	2293.080078125	0.00022682918569594257	-0.001215242552970666	0.10924237307216034	0.144382633787155	0.40346484913642616	105285	453699	-1.6467	negative	0.20011399119767959	2295.8788334467386	-5678957823.0
14	2017-02-08	2295.909912109375	2285.3798828125	2289.550048828125	2294.669921875	3609740000	2294.669921875	0.0006933223855400961	0.002236191800871764	0.04669889146313522	-0.15394269613826245	0.4607561909539622	237692	1130053	1.8585	positive	0.41559624619201735	2289.5682007023943	6708701790.0
15	2017-02-09	2311.080078125	2296.610107421875	2296.699951171875	2307.8701171875	3677940000	2307.8701171875	0.005752546449780516	0.004863572191885797	0.01889332749727135	0.08846715937324183	0.6300577819614613	154951	712080	0.9583	positive	0.46607612314841596	2296.7202444680415	3524569902.0
16	2017-02-10	2319.22998046875	2311.10009765625	2312.27001953125	2316.10009765625	3475020000	2316.10009765625	0.003566050102845164	0.0016564147321239085	-0.05517218877958863	0.19064774533811146	0.3517754519046898	81639	356367	-1.0906	negative	-0.18064859068543349	2312.26220692333	-3789856812.0
17	2017-02-13	2331.580078125	2321.419921875	2321.719970703125	2328.25	3349730000	2328.25	0.005245845097992419	0.0028125826453124763	-0.03605446875125895	0.24264378955650337	0.437669899971983	67830	399299	2.5341	positive	0.7127365681486346	2321.7506693479722	8488550793.0
18	2017-02-14	2337.580078125	2322.169921875	2326.1201171875	2337.580078125	3520910000	2337.580078125	0.004007335176634763	0.004926641944594065	0.05110262618181172	-0.09147998765166972	0.6636101908320864	64312	304269	-0.2649	negative	-0.1305067451122968	2326.1145066971326	-932689059.0000001
19	2017-02-15	2351.300048828125	2334.81005859375	2335.580078125	2349.25	3775590000	2349.25	0.004992308919898214	0.005852902241730967	0.07233357285474495	-0.08555856625901018	0.7062668834100739	259443	991177	0.1503000000000001	positive	0.0879691206932165	2335.583844603466	567471177.0000004
20	2017-02-16	2351.31005859375	2338.8701171875	2349.639892578125	2347.219970703125	3672370000	2347.219970703125	-0.0008641180363413437	-0.0010299118101645603	-0.027338773542678108	0.016596470283069063	0.531878248169209	131743	657803	-1.4433000000000002	negative	0.148647171561051	2349.6462189591175	-5300331621.000001
21	2017-02-17	2351.159912109375	2339.580078125	2343.010009765625	2351.159912109375	3513060000	2351.159912109375	0.0016785565287558146	0.0034783898958098123	-0.04338070510324399	-0.17935945459082298	0.4949535214736218	167460	860940	-0.4149000000000001	negative	-0.14431839677714917	2343.0038502359525	-1457568594.0000005
22	2017-02-21	2366.7099609375	2354.909912109375	2354.909912109375	2365.3798828125	3579780000	2365.3798828125	0.006048066160828425	0.004446017509751225	0.018991989889156402	0.1594957442361135	0.5010828128688491	49748	225062	-0.8786	negative	-0.39062709840674265	2354.8933243368915	-3145194708.0
23	2017-02-22	2365.1298828125	2358.340087890625	2361.110107421875	2362.820068359375	3468670000	2362.820068359375	-0.001082200145408052	0.0007242190578596638	-0.03103822022582392	-0.18051119068232382	0.28790567385673416	28352	195970	1.2002000000000002	positive	0.08692077132431686	2361.113788773755	4163097734.0000005
24	2017-02-23	2368.260009765625	2355.090087890625	2367.5	2363.81005859375	4015260000	2363.81005859375	0.00041898672168572126	-0.0015585813753959874	0.15757912975290234	0.1980655109246009	0.5592109593903415	41999	222647	-0.4215	negative	0.06569420497294086	2367.5027748344232	-1692432090.0
25	2017-02-24	2367.340087890625	2352.8701171875	2355.72998046875	2367.340087890625	3831570000	2367.340087890625	0.0014933641914423035	0.004928454244813231	-0.0457479714887703	-0.3418243397190257	0.6149923277712269	95559	453095	-1.6991999999999998	negative	-0.837442945278664	2355.6944312779588	-6510603743.999999
26	2017-02-27	2371.5400390625	2361.8701171875	2365.22998046875	2369.75	3582610000	2369.75	0.0010179830611165563	0.0019110274977802394	-0.06497597590543824	-0.08913410593892204	0.40941802026416596	41101	243029	1.7237999999999998	positive	0.3294229200673576	2365.2439082019	6175703117.999999
27	2017-02-28	2367.7900390625	2358.9599609375	2366.080078125	2363.639892578125	4210140000	2363.639892578125	-0.0025783763780462543	-0.0010313199326747744	0.175160009043686	-0.1548653602700707	0.37432081388489286	17548	118580	0.29600000000000004	positive	-0.030527070007173324	2366.078787929022	1246201440.0000002
28	2017-03-01	2400.97998046875	2380.1298828125	2380.1298828125	2395.9599609375	4345180000	2395.9599609375	0.013673854659866258	0.006650930371200692	0.03207494287600898	0.6976523913881251	0.8760067173986452	27371	183969	0.3612	positive	0.240231605007769	2380.139976026603	1569479016.0
29	2017-03-02	2394.75	2380.169921875	2394.75	2381.919921875	3821320000	2381.919921875	-0.005859880503598425	-0.005357585603925253	-0.12056117353021045	-0.05050004829907767	0.6125645900740739	115833	571172	0.5394	positive	-0.28898816747572814	2394.7379324285425	2061220008.0
30	2017-03-03	2383.889892578125	2375.389892578125	2380.919921875	2383.1201171875	3555260000	2383.1201171875	0.0005038772720600271	0.0009240946292588129	-0.06962515570535832	-0.041982939510947954	0.35783599259044335	199546	735429	-0.14650000000000007	negative	-0.013537986318641615	2380.919353271823	-520845590.00000024
31	2017-03-06	2378.800048828125	2367.97998046875	2375.22998046875	2375.31005859375	3232700000	2375.31005859375	-0.0032772408480052917	3.371384062110762e-05	-0.090727541726906	-0.331084306739089	0.4569324254689488	111979	548335	2.7539000000000007	positive	0.00928445456864683	2375.230371355302	8902532530.000002
32	2017-03-07	2375.1201171875	2365.510009765625	2370.739990234375	2368.389892578125	3518390000	2368.389892578125	-0.0029133737680216987	-0.0009912928730820734	0.08837504253410455	-0.1923988130661396	0.40625942744698723	137212	663145	0.32199999999999984	positive	-0.03191963051324275	2370.7386438349113	1132921579.9999995
33	2017-03-08	2373.090087890625	2361.010009765625	2369.81005859375	2362.97998046875	3812100000	2362.97998046875	-0.002284215165048731	-0.002882120489037413	0.08347852284709778	0.05996335401005574	0.5116487467242536	90386	465064	2.8327	positive	-0.8164182709296279	2369.775607804415	10798535670.0
34	2017-03-09	2369.080078125	2354.5400390625	2363.489990234375	2364.8701171875	3716340000	2364.8701171875	0.0007998953585612867	0.0005839360263117255	-0.025120012591484997	0.021583329941027605	0.6175320368851899	47671	235193	2.1077	positive	0.12307619626572239	2363.495197626696	7832929818.0
35	2017-03-10	2376.860107421875	2363.0400390625	2372.52001953125	2372.60009765625	3432950000	2372.60009765625	0.003268670195698986	3.375234954427125e-05	-0.07625513273812412	0.3234808663762008	0.5848427504790779	8650	42988	0.0	neutral	0.0	2372.52001953125	0.0
36	2017-03-13	2374.419921875	2368.52001953125	2371.56005859375	2373.469970703125	3133900000	2373.469970703125	0.0003666328125562224	0.0008053399712371228	-0.08711166780757074	-0.04383541345747193	0.2490965790915139	60700	318317	0.7990999999999999	positive	0.06435471710155848	2371.5627721964215	2504299489.9999995
37	2017-03-14	2368.550048828125	2358.179931640625	2368.550048828125	2365.449951171875	3172630000	2365.449951171875	-0.0033790271755046453	-0.001308858834451828	0.012358403267494156	-0.20728814502517195	0.4397508878928224	37082	162006	0.8885	positive	-0.1162921074410449	2368.545138984337	2818881755.0
38	2017-03-15	2390.010009765625	2368.93994140625	2370.340087890625	2385.260009765625	3906840000	2385.260009765625	0.008374752796581397	0.006294422454913336	0.23141998909422146	0.20673177702734152	0.8894302464615202	149572	697824	1.791	positive	1.1273310616749785	2370.387647777387	6997150440.0
39	2017-03-16	2388.10009765625	2377.179931640625	2387.7099609375	2381.3798828125	3365660000	2381.3798828125	-0.0016267102694209612	-0.0026511084799070764	-0.13852115776433127	0.10271212202629984	0.459374819309045	62349	336830	3.4208000000000003	positive	-0.9068911888066129	2387.671979306412	11513249728.000002
