,Date,Return,Intraday Return,Volume Return,Open-Close Movement,High-Low Ratio,retweet_count,favorite_count,vader compound,Trump Twitter Index,Volume_TTI
1,2020-03-25,0.011535011448221999,0.007238284673149746,0.09782506442658678,0.42658493431537714,6.807387263451474,233373,1175179,4.7761,5.509236817785308,39573188487.0
